Forecast_time,Temperature,Humidity,WindSpeed,Cloud,solar Generation,Rad
2023-04-16 5:00,7,80,1.5,3,0,0
2023-04-16 6:00,7,80,1.6,3,0,0.04
2023-04-16 7:00,7,80,1.3,3,0,0.19
2023-04-16 8:00,9,70,0.7,3,2,0.67
2023-04-16 9:00,10,65,1.2,4,6,1.12
2023-04-16 10:00,12,60,1.9,4,14,1.17
2023-04-16 11:00,13,55,2.5,4,14,1.54
2023-04-16 12:00,14,50,2.3,4,19,1.28
2023-04-16 13:00,15,50,1.6,4,16,2.18
2023-04-16 14:00,16,45,2.4,4,20,2.37
2023-04-16 15:00,15,45,3.3,4,15,2.19
2023-04-16 16:00,15,45,4.4,4,17,1.59
2023-04-16 17:00,14,50,3.7,4,16,0.88
2023-04-16 18:00,13,55,3.2,1,9,0.22
2023-04-16 19:00,12,60,2.7,3,2,0
2023-04-16 20:00,11,65,2,1,0,0
2023-04-16 21:00,10,70,1.7,1,0,0
2023-04-16 22:00,9,70,1.8,1,0,0
2023-04-16 23:00,9,75,1.7,1,0,0
2023-04-17 0:00,9,80,1.2,1,0,0
2023-04-17 1:00,9,85,1.2,1,0,0
2023-04-17 2:00,8,85,1.5,1,0,0
2023-04-17 3:00,8,85,1.4,1,0,0
2023-04-17 4:00,7,85,1.2,1,0,0
2023-04-17 5:00,7,90,1.1,1,0,0
2023-04-17 6:00,7,90,1.2,1,0,0.17
2023-04-17 7:00,8,85,0.9,1,0,0.8
2023-04-17 8:00,10,80,1.1,1,7,1.48
2023-04-17 9:00,12,70,1.5,3,14,2.13
2023-04-17 10:00,14,60,1.8,4,21,2.65
2023-04-17 11:00,16,50,2.1,4,27,2.56
2023-04-17 12:00,17,45,2.1,4,28,2.5
2023-04-17 13:00,18,40,1.9,4,23,1.82
2023-04-17 14:00,18,40,2.2,4,17,2.14
2023-04-17 15:00,18,40,2,4,14,1.62
2023-04-17 16:00,18,40,1.9,4,16,1.31
2023-04-17 17:00,18,40,1.8,3,15,0.55
2023-04-17 18:00,17,50,0.9,3,5,0.11
2023-04-17 19:00,15,55,0.9,4,0,0
2023-04-17 20:00,15,60,0.9,4,0,0
2023-04-17 21:00,15,55,1.5,4,0,0
2023-04-17 22:00,14,55,1.5,4,0,0
2023-04-17 23:00,14,55,1.5,4,0,0
2023-04-18 0:00,14,50,1.7,4,0,0
2023-04-18 1:00,14,55,1.1,4,0,0
2023-04-18 2:00,13,60,1.1,4,0,0
2023-04-18 3:00,13,60,2.6,4,0,0
2023-04-18 4:00,13,60,3.3,4,0,0
2023-04-18 5:00,13,65,3.3,4,0,0
2023-04-18 6:00,13,70,1.6,4,0,0
2023-04-18 7:00,12,80,1.8,4,0,0.04
2023-04-18 8:00,12,85,1.6,4,0,0.1
2023-04-18 9:00,13,85,1.5,4,1,0.19
2023-04-18 10:00,13,90,2.2,4,2,0.33
2023-04-18 11:00,14,90,2.1,4,2,0.46
2023-04-18 12:00,14,90,1.7,4,5,0.55
2023-04-18 13:00,15,85,0.8,4,6,0.99
2023-04-18 14:00,16,85,0.9,4,11,1.67
2023-04-18 15:00,17,80,1.1,4,17,1.65
2023-04-18 16:00,17,75,1.1,4,15,1.38
2023-04-18 17:00,18,75,0.9,4,7,0.96
2023-04-18 18:00,18,75,0.7,4,4,0.21
2023-04-18 19:00,17,80,1,4,2,0
2023-04-18 20:00,16,85,0.8,4,0,0
2023-04-18 21:00,15,85,0.8,3,0,0
2023-04-18 22:00,14,85,1,3,0,0
2023-04-18 23:00,14,85,1.3,1,0,0
2023-04-19 0:00,13,85,0.6,1,0,0
2023-04-19 1:00,13,85,0.9,1,0,0
2023-04-19 2:00,13,85,1,1,0,0
2023-04-19 3:00,12,90,1,1,0,0
2023-04-19 4:00,11,90,1.3,1,0,0
2023-04-19 5:00,11,90,1.3,1,0,0
2023-04-19 6:00,11,90,1.5,1,0,0.23
2023-04-19 7:00,12,90,1.7,1,0,0.93
2023-04-19 8:00,13,85,1.7,1,8,1.7
2023-04-19 9:00,15,80,2,3,17,2.42
2023-04-19 10:00,16,75,1.8,3,25,3
2023-04-19 11:00,19,65,1.8,1,30,3.38
2023-04-19 12:00,21,55,2.1,4,33,3.5
2023-04-19 13:00,23,50,2.2,4,30,3.39
2023-04-19 14:00,24,45,2.3,4,31,3
2023-04-19 15:00,25,40,2,3,29,2.4
2023-04-19 16:00,25,35,1.6,1,21,1.69
2023-04-19 17:00,26,40,1.7,1,16,0.93
2023-04-19 18:00,24,55,1.3,3,8,0.28
2023-04-19 19:00,21,65,1.9,3,2,0
2023-04-19 20:00,20,70,1.7,3,0,0
2023-04-19 21:00,19,75,1.9,3,0,0
2023-04-19 22:00,17,80,1.8,3,0,0
2023-04-19 23:00,16,85,1.8,3,0,0
2023-04-20 0:00,16,80,0.6,4,0,0
2023-04-20 1:00,17,80,0.9,4,0,0
2023-04-20 2:00,17,80,1.4,4,0,0
2023-04-20 3:00,17,80,1.9,4,0,0
2023-04-20 4:00,17,85,2.2,4,0,0
2023-04-20 5:00,16,85,1.9,4,0,0
2023-04-20 6:00,17,90,1.3,4,0,0.02
2023-04-20 7:00,17,90,1.5,4,0,0.07
2023-04-20 8:00,18,90,2.1,4,0,0.28
2023-04-20 9:00,18,85,2.1,4,1,0.57
2023-04-20 10:00,17,85,2.1,4,6,0.7
2023-04-20 11:00,18,85,2.1,4,8,0.96
2023-04-20 12:00,18,80,2.3,4,9,1.57
2023-04-20 13:00,20,80,2.1,4,13,1.76
2023-04-20 14:00,20,80,1.9,4,12,1.26
2023-04-20 15:00,20,80,2,4,6,1.06
2023-04-20 16:00,20,75,1.8,3,5,0.61
2023-04-20 17:00,20,75,1.4,3,3,0.2
2023-04-20 18:00,19,75,1,1,2,0.17
2023-04-20 19:00,18,80,0.7,1,1,0
2023-04-20 20:00,17,85,1.1,3,0,0
2023-04-20 21:00,17,85,1,3,0,0
2023-04-20 22:00,16,90,1.1,1,0,0
2023-04-20 23:00,15,90,1.2,1,0,0
2023-04-21 0:00,14,85,1.9,1,0,0
2023-04-21 1:00,14,85,2.5,1,0,0
2023-04-21 2:00,13,80,2.9,1,0,0
2023-04-21 3:00,12,70,3.1,1,0,0
2023-04-21 4:00,12,65,3.1,1,0,0
2023-04-21 5:00,12,65,3.4,1,0,0
2023-04-21 6:00,12,65,3.8,1,0,0.12
2023-04-21 7:00,13,65,4,1,0,0.49
2023-04-21 8:00,14,50,3.9,1,5,0.96
2023-04-21 9:00,15,45,4.2,1,14,1.53
2023-04-21 10:00,17,40,3.8,1,17,1.84
2023-04-21 11:00,18,40,3.6,1,13,3.23
2023-04-21 12:00,19,35,3.6,1,27,2.95
2023-04-21 13:00,20,35,3.6,1,28,2.4
2023-04-21 14:00,21,30,3.5,1,28,2.85
2023-04-21 15:00,21,30,3.4,1,27,2.29
2023-04-21 16:00,21,25,3.3,1,22,1.09
2023-04-21 17:00,21,25,3.6,1,11,0.48
2023-04-21 18:00,20,25,2.9,1,5,0.27
2023-04-21 19:00,18,30,3.1,1,2,0
2023-04-21 20:00,16,35,3.1,1,0,0
2023-04-21 21:00,16,35,3.5,1,0,0
2023-04-21 22:00,15,40,3.1,1,0,0
2023-04-21 23:00,14,45,2.1,1,0,0
2023-04-22 0:00,13,45,1.7,1,0,0
2023-04-22 1:00,12,50,1.6,1,0,0
2023-04-22 2:00,11,50,1.6,3,0,0
2023-04-22 3:00,11,60,1.6,3,0,0
2023-04-22 4:00,10,60,1.5,4,0,0
2023-04-22 5:00,10,55,1.7,4,0,0
2023-04-22 6:00,9,60,1.6,4,0,0.21
2023-04-22 7:00,11,50,1.7,4,0,0.71
2023-04-22 8:00,13,40,1.9,4,5,0.94
2023-04-22 9:00,15,30,1.7,4,9,1.92
2023-04-22 10:00,16,30,1.6,4,12,2.96
2023-04-22 11:00,17,25,1.6,4,24,3.02
2023-04-22 12:00,18,20,1.5,4,29,2.47
2023-04-22 13:00,19,20,1,4,22,2.6
2023-04-22 14:00,20,20,0.7,4,28,2.79
2023-04-22 15:00,20,20,0.8,4,24,1.99
2023-04-22 16:00,20,20,1.5,4,18,0.95
2023-04-22 17:00,20,20,2.1,4,10,0.57
2023-04-22 18:00,19,30,1.9,4,6,0.14
2023-04-22 19:00,17,45,1.4,4,2,0
2023-04-22 20:00,17,45,1.3,4,0,0
2023-04-22 21:00,15,50,1.3,4,0,0
2023-04-22 22:00,14,55,1.5,3,0,0
2023-04-22 23:00,14,55,1.5,3,0,0
2023-04-23 0:00,13,60,1.5,1,0,0
2023-04-23 1:00,12,65,1.3,1,0,0
2023-04-23 2:00,11,70,1.2,1,0,0
2023-04-23 3:00,10,75,1.4,1,0,0
2023-04-23 4:00,10,75,1.1,1,0,0
2023-04-23 5:00,9,75,1.1,1,0,0
2023-04-23 6:00,9,75,1,3,0,0.13
2023-04-23 7:00,10,75,0.8,3,0,0.42
2023-04-23 8:00,13,55,0.8,3,4,0.63
2023-04-23 9:00,15,45,0.4,4,7,0.92
2023-04-23 10:00,16,40,0.9,3,10,1.77
2023-04-23 11:00,18,30,1.6,3,19,2.08
2023-04-23 12:00,19,30,2.1,3,21,2.09
2023-04-23 13:00,21,25,2.4,3,26,2.82
2023-04-23 14:00,21,25,2.5,3,27,2.66
2023-04-23 15:00,21,25,2.6,3,25,1.43
2023-04-23 16:00,22,20,2.6,3,13,0.79
2023-04-23 17:00,21,25,2.6,3,8,0.48
2023-04-23 18:00,20,30,2.3,4,4,0.11
2023-04-23 19:00,18,45,1.7,4,0,0
2023-04-23 20:00,17,50,1.4,3,0,0
2023-04-23 21:00,16,50,1.5,3,0,0
2023-04-23 22:00,15,45,1.7,3,0,0
2023-04-23 23:00,15,50,1.8,3,0,0
2023-04-24 0:00,14,40,1.8,1,0,0
2023-04-24 1:00,13,35,1.9,3,0,0
2023-04-24 2:00,13,40,1.7,3,0,0
2023-04-24 3:00,12,40,1.7,3,0,0
2023-04-24 4:00,12,45,1.7,3,0,0
2023-04-24 5:00,12,45,1.9,3,0,0
2023-04-24 6:00,11,50,2,3,0,0.11
2023-04-24 7:00,12,50,2.4,3,1,0.53
2023-04-24 8:00,13,50,2.7,3,5,1.16
2023-04-24 9:00,15,45,2.7,3,12,2.19
2023-04-24 10:00,16,40,2.7,3,21,1.8
2023-04-24 11:00,18,35,2.6,3,21,2.82
2023-04-24 12:00,19,35,2.5,1,24,2.53
2023-04-24 13:00,20,30,2.2,1,23,2.71
2023-04-24 14:00,20,30,2.3,3,22,2.58
2023-04-24 15:00,20,30,2.3,4,19,1.54
2023-04-24 16:00,21,25,2.3,4,16,1.14
2023-04-24 17:00,20,25,2.2,3,10,0.7
2023-04-24 18:00,20,30,2,1,7,0.32
2023-04-24 19:00,18,35,1.8,1,2,0.01
2023-04-24 20:00,16,45,2.5,1,0,0
2023-04-24 21:00,15,45,3.1,3,0,0
2023-04-24 22:00,15,45,3.1,4,0,0
2023-04-24 23:00,14,50,3.5,4,0,0
2023-04-25 0:00,13,55,2.1,1,0,0
2023-04-25 1:00,12,60,1.9,3,0,0
2023-04-25 2:00,12,60,2,4,0,0
2023-04-25 3:00,11,60,1.9,4,0,0
2023-04-25 4:00,11,60,1.9,4,0,0
2023-04-25 5:00,11,60,1.9,4,0,0
2023-04-25 6:00,10,60,1.9,4,0,0.05
2023-04-25 7:00,11,60,1.4,4,0,0.25
2023-04-25 8:00,12,55,1.2,4,1,0.58
2023-04-25 9:00,13,55,1.3,4,5,0.69
2023-04-25 10:00,13,50,2,4,9,0.72
2023-04-25 11:00,14,50,2.2,4,8,0.96
2023-04-25 12:00,14,50,2.1,4,11,0.98
2023-04-25 13:00,15,50,1.4,4,11,0.99
2023-04-25 14:00,15,50,1.2,4,11,1.17
2023-04-25 15:00,14,50,1.4,4,6,0.9
2023-04-25 16:00,15,50,1.9,4,9,0.48
2023-04-25 17:00,14,50,2.2,4,3,0.14
2023-04-25 18:00,13,55,2.4,4,1,0.05
2023-04-25 19:00,13,55,1.7,4,0,0
2023-04-25 20:00,12,65,1.1,4,0,0
2023-04-25 21:00,12,65,0.9,4,0,0
2023-04-25 22:00,11,70,1.1,4,0,0
2023-04-25 23:00,11,75,1.2,4,0,0
2023-04-26 0:00,10,80,1.2,3,0,0
2023-04-26 1:00,10,80,1.2,4,0,0
2023-04-26 2:00,9,85,1.1,4,0,0
2023-04-26 3:00,9,85,1,4,0,0
2023-04-26 4:00,9,85,1.1,4,0,0
2023-04-26 5:00,9,85,1.3,4,0,0
2023-04-26 6:00,9,85,1.8,4,0,0.01
2023-04-26 7:00,10,85,2,4,0,0.27
2023-04-26 8:00,11,80,2.5,4,2,0.84
2023-04-26 9:00,11,75,3,4,12,1.85
2023-04-26 10:00,11,70,3.4,4,16,1.93
2023-04-26 11:00,12,60,4.1,3,31,1.31
2023-04-26 12:00,13,50,4.5,4,22,1.64
2023-04-26 13:00,14,45,4.6,3,10,1.75
2023-04-26 14:00,14,45,4.4,4,11,1.53
2023-04-26 15:00,15,40,4,4,15,1.45
2023-04-26 16:00,15,40,3.7,4,12,1.42
2023-04-26 17:00,15,45,3.4,3,12,0.85
2023-04-26 18:00,13,50,3.1,3,8,0.33
2023-04-26 19:00,12,60,2.1,1,2,0.01
2023-04-26 20:00,12,65,1.6,1,0,0
2023-04-26 21:00,11,70,1.1,1,0,0
2023-04-26 22:00,10,75,0.8,1,0,0
2023-04-26 23:00,10,75,1.1,1,0,0
2023-04-27 0:00,9,80,0.7,1,0,0
2023-04-27 1:00,8,85,1,1,0,0
2023-04-27 2:00,8,85,1.3,1,0,0
2023-04-27 3:00,7,85,1.2,1,0,0
2023-04-27 4:00,7,85,1,1,0,0
2023-04-27 5:00,6,85,0.9,1,0,0
2023-04-27 6:00,6,90,1.1,1,0,0.29
2023-04-27 7:00,8,80,1.4,1,2,0.93
2023-04-27 8:00,10,70,1.7,1,8,1.63
2023-04-27 9:00,12,60,1.9,1,15,2.32
2023-04-27 10:00,14,55,1.8,1,23,2.83
2023-04-27 11:00,16,45,2,1,26,3.22
2023-04-27 12:00,17,40,2.2,1,31,3.29
2023-04-27 13:00,19,35,2.3,1,30,3.23
2023-04-27 14:00,20,35,2.5,1,31,2.88
2023-04-27 15:00,20,35,2.7,1,27,2.38
2023-04-27 16:00,20,35,3,1,22,1.75
2023-04-27 17:00,19,40,2.8,1,15,0.97
2023-04-27 18:00,18,40,2.2,1,7,0.31
2023-04-27 19:00,16,55,1.3,1,2,0.02
2023-04-27 20:00,15,65,1.1,1,0,0
2023-04-27 21:00,14,65,1,1,0,0
2023-04-27 22:00,13,70,1.3,1,0,0
2023-04-27 23:00,12,70,1.4,1,0,0
2023-04-28 0:00,11,70,1.6,1,0,0
2023-04-28 1:00,11,75,1.8,1,0,0
2023-04-28 2:00,10,75,1.7,1,0,0
2023-04-28 3:00,10,75,1.7,1,0,0
2023-04-28 4:00,9,70,1.6,1,0,0
2023-04-28 5:00,9,70,1.6,1,0,0
2023-04-28 6:00,8,75,1.4,1,0,0.31
2023-04-28 7:00,10,70,1,1,2,1.03
2023-04-28 8:00,13,60,1.6,1,8,1.81
2023-04-28 9:00,15,55,2.3,1,16,2.55
2023-04-28 10:00,16,50,2.4,1,23,3.03
2023-04-28 11:00,18,40,2.5,1,28,3.19
2023-04-28 12:00,19,35,2.6,1,30,3.03
2023-04-28 13:00,21,30,3.1,1,27,3.13
2023-04-28 14:00,22,30,3.5,1,29,2.15
2023-04-28 15:00,22,30,4.2,1,24,0.84
2023-04-28 16:00,22,30,4.2,4,10,0.46
2023-04-28 17:00,20,40,3.8,4,4,0.47
2023-04-28 18:00,19,50,2.6,4,3,0.11
2023-04-28 19:00,18,60,2,4,0,0
2023-04-28 20:00,17,70,2.8,4,0,0
2023-04-28 21:00,17,75,1,4,0,0
2023-04-28 22:00,16,75,1.2,4,0,0
2023-04-28 23:00,16,75,1.4,4,0,0
2023-04-29 0:00,17,75,1.7,4,0,0
2023-04-29 1:00,17,80,1.8,4,0,0
2023-04-29 2:00,17,80,2.1,4,0,0
2023-04-29 3:00,17,80,1.9,4,0,0
2023-04-29 4:00,16,85,1.6,4,0,0
2023-04-29 5:00,16,85,1.7,4,0,0
2023-04-29 6:00,16,85,1.9,4,0,0.03
2023-04-29 7:00,16,90,2,4,0,0.04
2023-04-29 8:00,16,90,2.4,4,0,0.06
2023-04-29 9:00,17,85,2.6,4,0,0.16
2023-04-29 10:00,16,90,2.7,4,1,0.14
2023-04-29 11:00,16,90,2.9,4,2,0.21
2023-04-29 12:00,16,90,2.9,4,2,0.22
2023-04-29 13:00,16,90,2.1,4,5,0.3
2023-04-29 14:00,16,90,2.2,4,2,1.57
2023-04-29 15:00,16,90,2.7,4,17,0.98
2023-04-29 16:00,16,80,2.9,4,15,1.12
2023-04-29 17:00,15,75,2.6,4,13,0.34
2023-04-29 18:00,14,75,3.4,4,3,0.12
2023-04-29 19:00,13,70,2.8,4,0,0.01
2023-04-29 20:00,12,75,2.9,3,0,0
2023-04-29 21:00,12,80,2.9,4,0,0
2023-04-29 22:00,11,80,2.7,4,0,0
2023-04-29 23:00,11,80,2.6,4,0,0
2023-04-30 0:00,11,75,3.1,4,0,0
2023-04-30 1:00,11,75,3,3,0,0
2023-04-30 2:00,10,75,2.7,1,0,0
2023-04-30 3:00,10,75,2.3,1,0,0
2023-04-30 4:00,9,75,1.9,1,0,0
2023-04-30 5:00,9,75,1.5,1,0,0
2023-04-30 6:00,8,80,1.7,1,0,0.25
2023-04-30 7:00,10,75,1.7,1,2,0.9
2023-04-30 8:00,12,70,2.2,1,9,1.58
2023-04-30 9:00,14,60,3,1,16,2.21
2023-04-30 10:00,14,50,3.5,1,15,2.33
2023-04-30 11:00,16,40,3.6,1,17,3.2
2023-04-30 12:00,18,35,4.3,1,27,3.26
2023-04-30 13:00,19,30,5.2,3,29,2.63
2023-04-30 14:00,19,30,5.6,3,27,2.87
2023-04-30 15:00,19,35,5.7,3,29,2.26
2023-04-30 16:00,18,40,5.4,3,22,1.21
2023-04-30 17:00,17,50,4.8,3,11,0.72
2023-04-30 18:00,16,55,3.9,3,7,0.18
2023-04-30 19:00,15,60,2.7,3,0,0
2023-04-30 20:00,14,70,2,3,0,0
2023-04-30 21:00,13,75,1.6,1,0,0
2023-04-30 22:00,12,80,1.5,1,0,0
2023-04-30 23:00,11,80,1.3,1,0,0
2023-05-01 0:00,12,85,2.1,1,0,0
2023-05-01 1:00,11,85,1.7,1,0,0
2023-05-01 2:00,10,85,1.6,1,0,0
2023-05-01 3:00,10,85,1.8,1,0,0
2023-05-01 4:00,9,85,1.9,1,0,0
2023-05-01 5:00,9,85,1.7,1,0,0
2023-05-01 6:00,9,85,1.7,1,0,0.29
2023-05-01 7:00,11,85,2.2,1,2,1
2023-05-01 8:00,13,70,1.7,1,9,1.72
2023-05-01 9:00,15,60,2,3,17,1.63
2023-05-01 10:00,16,50,2.4,3,23,2.1
2023-05-01 11:00,18,40,3.6,3,26,3.28
2023-05-01 12:00,18,35,4.6,3,29,3.4
2023-05-01 13:00,19,30,5.1,4,28,3.36
2023-05-01 14:00,20,30,5.2,1,32,3.04
2023-05-01 15:00,20,30,5,1,29,2.52
2023-05-01 16:00,20,25,4.6,1,24,1.84
2023-05-01 17:00,20,25,4.1,1,16,1.05
2023-05-01 18:00,19,30,3,1,9,0.37
2023-05-01 19:00,17,45,2,1,2,0.01
2023-05-01 20:00,16,55,1.9,1,0,0
2023-05-01 21:00,14,60,2.3,1,0,0
2023-05-01 22:00,14,60,1.5,1,0,0
2023-05-01 23:00,13,60,0.7,1,0,0
2023-05-02 0:00,12,55,0.8,1,0,0
2023-05-02 1:00,12,60,0.5,1,0,0
2023-05-02 2:00,12,55,1.3,1,0,0
2023-05-02 3:00,10,65,1.6,1,0,0
2023-05-02 4:00,10,65,1.7,1,0,0
2023-05-02 5:00,10,65,1.7,1,0,0.01
2023-05-02 6:00,10,65,1.8,1,0,0.21
2023-05-02 7:00,12,65,1.3,1,1,0.92
2023-05-02 8:00,15,50,1.4,1,7,1.45
2023-05-02 9:00,18,40,1.7,1,14,2.16
2023-05-02 10:00,19,40,2,1,21,2.62
2023-05-02 11:00,21,35,2.3,1,26,2.82
2023-05-02 12:00,22,30,2.5,1,24,2.88
2023-05-02 13:00,23,25,2.7,1,26,2.79
2023-05-02 14:00,24,25,3.1,3,26,2.21
2023-05-02 15:00,24,25,3.2,4,22,1.45
2023-05-02 16:00,24,20,3.2,4,15,1.48
2023-05-02 17:00,24,25,2.8,4,12,0.84
2023-05-02 18:00,22,35,1.7,3,6,0.2
2023-05-02 19:00,20,45,1.6,1,1,0.01
2023-05-02 20:00,19,55,1.4,3,0,0
2023-05-02 21:00,18,60,1.3,3,0,0
2023-05-02 22:00,17,65,1,3,0,0
2023-05-02 23:00,16,65,1,3,0,0
2023-05-03 0:00,15,75,0.6,3,0,0
2023-05-03 1:00,15,75,1.1,3,0,0
2023-05-03 2:00,15,65,1.2,4,0,0
2023-05-03 3:00,15,70,1.6,4,0,0
2023-05-03 4:00,14,65,1.7,4,0,0
2023-05-03 5:00,14,65,1.8,4,0,0.01
2023-05-03 6:00,13,70,1.8,3,0,0.34
2023-05-03 7:00,15,65,1.5,1,2,1.06
2023-05-03 8:00,17,45,2.2,1,8,1.79
2023-05-03 9:00,19,40,2.7,1,15,2.49
2023-05-03 10:00,20,35,2.7,1,19,2.91
2023-05-03 11:00,22,35,2.5,1,28,3.27
2023-05-03 12:00,23,30,2.4,1,30,3.29
2023-05-03 13:00,24,30,2.4,1,30,3.28
2023-05-03 14:00,25,30,2.4,1,29,3.01
2023-05-03 15:00,25,35,2.5,1,28,2.27
2023-05-03 16:00,25,35,2.9,1,21,1.46
2023-05-03 17:00,24,40,2.9,1,13,0.65
2023-05-03 18:00,23,45,2.5,1,7,0.2
2023-05-03 19:00,22,60,1.3,1,2,0.01
2023-05-03 20:00,21,70,1.1,1,0,0
2023-05-03 21:00,19,75,1,1,0,0
2023-05-03 22:00,18,80,0.9,1,0,0
2023-05-03 23:00,17,80,0.4,3,0,0
2023-05-04 0:00,17,80,0.7,4,0,0
2023-05-04 1:00,17,85,0.4,3,0,0
2023-05-04 2:00,17,85,0.1,3,0,0
2023-05-04 3:00,16,85,0.8,3,0,0
2023-05-04 4:00,16,85,1.2,3,0,0
2023-05-04 5:00,15,85,1.4,1,0,0.01
2023-05-04 6:00,15,90,1.3,1,0,0.27
2023-05-04 7:00,17,85,1.5,1,1,0.57
2023-05-04 8:00,19,75,2.3,1,6,0.47
2023-05-04 9:00,20,65,2.8,1,9,0.92
2023-05-04 10:00,21,60,3.3,1,9,1.63
2023-05-04 11:00,22,50,3.2,3,14,2.95
2023-05-04 12:00,23,45,3.2,3,25,3.03
2023-05-04 13:00,24,45,3.2,3,28,3.04
2023-05-04 14:00,24,45,3.4,4,23,2.61
2023-05-04 15:00,24,45,3.4,4,21,1.82
2023-05-04 16:00,24,45,3.2,4,10,0.63
2023-05-04 17:00,24,60,2.6,4,5,0.16
2023-05-04 18:00,22,60,2.9,4,2,0.07
2023-05-04 19:00,21,65,3.2,4,0,0.01
2023-05-04 20:00,20,70,3.8,4,0,0
2023-05-04 21:00,19,70,4.3,4,0,0
2023-05-04 22:00,18,75,4.2,4,0,0
2023-05-04 23:00,18,75,4.4,4,0,0
2023-05-05 0:00,18,80,4.3,4,0,0
2023-05-05 1:00,18,85,4.3,4,0,0
2023-05-05 2:00,18,85,4.3,4,0,0
2023-05-05 3:00,18,85,4.4,4,0,0
2023-05-05 4:00,18,85,4.5,4,0,0
2023-05-05 5:00,18,85,4.7,4,0,0
2023-05-05 6:00,18,85,4.8,4,0,0.01
2023-05-05 7:00,18,85,4.2,4,0,0.11
2023-05-05 8:00,18,85,4.1,4,0,0.14
2023-05-05 9:00,18,85,4,4,1,0.24
2023-05-05 10:00,18,90,3.7,4,2,0.32
2023-05-05 11:00,19,90,3.5,4,3,0.52
2023-05-05 12:00,19,90,3.4,4,5,0.44
2023-05-05 13:00,20,90,3.6,4,5,0.41
2023-05-05 14:00,20,90,3.4,4,3,0.23
2023-05-05 15:00,20,90,3.3,4,5,0.16
2023-05-05 16:00,20,85,3.3,4,1,0.13
2023-05-05 17:00,20,85,3.1,4,1,0.07
2023-05-05 18:00,20,85,2.8,4,0,0.02
2023-05-05 19:00,20,85,2.5,4,0,0
2023-05-05 20:00,19,85,1.8,4,0,0
2023-05-05 21:00,19,85,1.3,4,0,0
2023-05-05 22:00,18,85,1,4,0,0
2023-05-05 23:00,18,85,0.5,4,0,0
2023-05-06 0:00,18,85,0.2,4,0,0
2023-05-06 1:00,18,90,0.1,4,0,0
2023-05-06 2:00,18,90,0.8,4,0,0
2023-05-06 3:00,16,85,2.3,4,0,0
2023-05-06 4:00,16,85,3.4,4,0,0
2023-05-06 5:00,15,85,4.4,4,0,0
2023-05-06 6:00,15,80,4.5,4,0,0.01
2023-05-06 7:00,15,80,4.4,4,0,0.05
2023-05-06 8:00,15,80,4.2,4,0,0.08
2023-05-06 9:00,15,80,3.4,4,0,0.15
2023-05-06 10:00,14,80,2.9,4,2,0.3
2023-05-06 11:00,14,75,3.2,4,1,0.35
2023-05-06 12:00,14,75,3.9,4,4,0.82
2023-05-06 13:00,14,75,4.1,4,8,0.59
2023-05-06 14:00,15,70,3.7,4,5,0.3
2023-05-06 15:00,15,70,3,4,4,0.7
2023-05-06 16:00,15,65,2.5,4,5,1.24
2023-05-06 17:00,16,65,1.9,4,14,0.28
2023-05-06 18:00,16,65,1.9,4,4,0.16
2023-05-06 19:00,16,60,1.6,4,1,0.02
2023-05-06 20:00,15,60,1.6,4,0,0
2023-05-06 21:00,15,55,1.4,3,0,0
2023-05-06 22:00,14,60,1.7,3,0,0
2023-05-06 23:00,14,60,1.8,1,0,0
2023-05-07 0:00,13,60,2.3,4,0,0
2023-05-07 1:00,13,60,1.9,4,0,0
2023-05-07 2:00,12,60,1.4,4,0,0
2023-05-07 3:00,12,60,1.3,4,0,0
2023-05-07 4:00,12,60,1.3,3,0,0
2023-05-07 5:00,12,60,1.4,3,0,0
2023-05-07 6:00,11,55,1.4,3,0,0.03
2023-05-07 7:00,12,55,1.6,3,0,0.13
2023-05-07 8:00,14,55,1.8,3,0,0.48
2023-05-07 9:00,15,55,2.1,3,4,0.69
2023-05-07 10:00,16,50,2.4,3,9,0.95
2023-05-07 11:00,17,50,2.4,3,10,1.02
2023-05-07 12:00,17,50,2.2,3,13,0.94
2023-05-07 13:00,19,45,2.4,3,8,1.09
2023-05-07 14:00,19,45,2.5,3,14,0.68
2023-05-07 15:00,20,40,2.4,3,9,1.26
2023-05-07 16:00,20,40,2.4,3,13,0.84
2023-05-07 17:00,19,40,2.3,1,10,0.68
2023-05-07 18:00,19,45,2.2,1,8,0.35
2023-05-07 19:00,17,45,1.6,1,4,0.03
2023-05-07 20:00,16,50,1.7,1,0,0
2023-05-07 21:00,15,55,1.7,1,0,0
2023-05-07 22:00,13,60,1.6,1,0,0
2023-05-07 23:00,13,60,1.4,1,0,0
2023-05-08 0:00,11,65,1.9,1,0,0
2023-05-08 1:00,10,70,1.5,1,0,0
2023-05-08 2:00,10,70,1.8,1,0,0
2023-05-08 3:00,9,70,2.2,1,0,0
2023-05-08 4:00,9,75,1.8,1,0,0
2023-05-08 5:00,8,75,1.5,1,0,0.03
2023-05-08 6:00,8,80,1,1,0,0.4
2023-05-08 7:00,10,80,1.6,1,3,1.12
2023-05-08 8:00,13,55,1.2,1,9,1.91
2023-05-08 9:00,15,50,0.5,1,17,2.57
2023-05-08 10:00,17,45,1,1,26,2.91
2023-05-08 11:00,19,40,1.2,1,32,3.17
2023-05-08 12:00,21,40,1.7,1,33,3.33
2023-05-08 13:00,22,35,2.1,1,32,3
